"","file_identifiers","A.identifier","biosample","batch.extraction","irf.study.id","id.cohort","id.individual","tissue","data.received","dn.rna","date.broad.extract","quant.18s","quant.18s.sd","quant.kulesh","quant.kulesh.sd","rin.e","rna.conc.ng.uL","lib.conc.pmolar","xgen.index","Assigned","Unassigned_Unmapped","Unassigned_Read_Type","Unassigned_Singleton","Unassigned_MappingQuality","Unassigned_Chimera","Unassigned_FragmentLength","Unassigned_Duplicate","Unassigned_MultiMapping","Unassigned_Secondary","Unassigned_NonSplit","Unassigned_NoFeatures","Unassigned_Overlapping_Length","Unassigned_Ambiguity","sub.tissue","SampleType","study.group","challenge.group","animal.number","animal.tatoo","sex","weight","birth.date","viralReadCount","hostReadCount","pc.viral.reads","cohort.uncertain","cohort.numeric","totalReadCount","totalUnassigned","chrY_count","chrX_count","total_count","Xist","sex.1","pc_Y","pc_X","Y_X_ratio","sex_pred","chrY_count.1","chrX_count.1","total_count.1","Xist.1","sex.2","pc_Y.1","pc_X.1","Y_X_ratio.1","sex_pred.1","pred_recorded_sex_mismatch","dpi_time","dpi_time_factor","chrY_count.2","chrX_count.2","chrY_count.3","chrX_count.3","xist_counts","predicted_sex","pred_rec_sex_mismatch","dpi_time_numeric","infected"
"A0265_S23_L001","A0265_S23_L001","A0265","RA1082_Skin-Rash","N","49-E2","D000","RA1082","Skin",2019-01-10,"RA1082_Skin-Rash_dnRNA","2020-02-10",666000,433000,1.79,0.411,NA,NA,8800,60,1631944,0,0,0,0,0,0,0,195010,0,0,1052657,0,65110,"Rash","Experimental","non_infected_control",2,"NHP C1","RA1082","F",7.32,"3/15/2011",0,1631944,0,FALSE,0,1631944,1312777,114,25743,1631944,185,"F",6.98553381733687e-05,0.0157744383385704,0.00442838829973197,"F",114,25743,1631944,185,"F",6.98553381733687e-05,0.0157744383385704,0.00442838829973197,"F",FALSE,0,"0",114,25743,114,25743,185,"F",FALSE,0,"non.infected"
"A0266_S22_L001","A0266_S22_L001","A0266","RA1082_Skin-Non-Rash","N","49-E2","D000","RA1082","Skin",2019-01-10,"RA1082_Skin-Non-Rash_dnRNA","2020-02-10",2110000,382000,2.25,0.749,NA,NA,10300,61,2594961,0,0,0,0,0,0,0,204963,0,0,2235232,0,66840,"Non-Rash","Experimental","non_infected_control",2,"NHP C1","RA1082","F",7.32,"3/15/2011",0,2594961,0,FALSE,0,2594961,2507035,205,46621,2594961,411,"F",7.89992604898494e-05,0.0179659732843769,0.0043971600780764,"F",205,46621,2594961,411,"F",7.89992604898494e-05,0.0179659732843769,0.0043971600780764,"F",FALSE,0,"0",205,46621,205,46621,411,"F",FALSE,0,"non.infected"
"A0267_S11_L001","A0267_S11_L001",NA,"RA1074_Spleen","M","49-E2","D000","RA1819","Spleen",2019-01-10,"RA1074_Spleen_dnRNA","2020-02-07",68700000,3250000,3.2,1.27,NA,NA,NA,NA,13224348,0,0,0,0,0,0,0,870865,0,0,14760888,0,843741,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,13224348,0,FALSE,0,13224348,16475494,190,281495,13224348,1500,"F",1.43674380014803e-05,0.0212861155801405,0.000674967583793673,"F",190,281495,13224348,1500,"F",1.43674380014803e-05,0.0212861155801405,0.000674967583793673,"F",FALSE,0,"0",190,281495,190,281495,1500,"F",FALSE,0,"non.infected"
"A0267_S21_L001","A0267_S21_L001",NA,"RA1074_Spleen","M","49-E2","D000","RA1819","Spleen",2019-01-10,"RA1074_Spleen_dnRNA","2020-02-07",68700000,3250000,3.2,1.27,NA,NA,NA,NA,6234629,0,0,0,0,0,0,0,370134,0,0,6533295,0,389409,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,6234629,0,FALSE,0,6234629,7292838,82,123443,6234629,675,"F",1.31523463545305e-05,0.0197995742810037,0.000664274199428076,"F",82,123443,6234629,675,"F",1.31523463545305e-05,0.0197995742810037,0.000664274199428076,"F",FALSE,0,"0",82,123443,82,123443,675,"F",FALSE,0,"non.infected"
"A0268_S92_L002","A0268_S92_L002",NA,"RA1074_Kidney","K","49-E2","D000","RA1819","Kidney",2019-01-10,"RA1074_Kidney_dnRNA-L","2019-10-17",1.14e+09,2.14e+08,4.19,1.72,NA,NA,NA,NA,8716852,0,0,0,0,0,0,0,4229401,0,0,6751226,0,940950,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",1,8716851,1.14720314168464e-07,FALSE,0,8716852,11921577,213,131465,8716852,1218,"F",2.44354269178827e-05,0.0150817061021571,0.00162020309588103,"F",213,131465,8716852,1218,"F",2.44354269178827e-05,0.0150817061021571,0.00162020309588103,"F",FALSE,0,"0",213,131465,213,131465,1218,"F",FALSE,0,"non.infected"
"A0269","A0269",NA,"RA1074_Liver-L","L","49-E2","D000","RA1819","Liver",2019-01-10,"RA1074_Liver-L_dnRNA","2020-02-06",2.71e+08,6400000,0.068,NA,NA,3,1640,22,7054,0,0,0,0,0,0,0,2779,0,0,1688,0,25123,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,7054,0,FALSE,0,7054,29590,0,16,7054,0,"F",0,0.0022682166146867,0,"F",0,16,7054,0,"F",0,0.0022682166146867,0,"F",FALSE,0,"0",0,16,0,16,0,"F",FALSE,0,"non.infected"
"A0270","A0270",NA,"RA1074_Adrenal","D, ABCDE","49-E2","D000","RA1819","Adrenal Gland",2019-01-10,"RA1074_Adrenal_dnRNA","2019-04-09, 2020-03-14",1.52e+08,5430000,0.23,0.073,4.3,260,1690,75,1680079,0,0,0,0,0,0,0,281305,0,0,2288068,0,60890,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",27,1680052,1.60706728671687e-05,FALSE,0,1680079,2630263,78,51548,1680079,514,"F",4.64263882829319e-05,0.0306818905539561,0.00151315278963296,"F",78,51548,1680079,514,"F",4.64263882829319e-05,0.0306818905539561,0.00151315278963296,"F",FALSE,0,"0",78,51548,78,51548,514,"F",FALSE,0,"non.infected"
"A0272_S71_L002","A0272_S71_L002",NA,"RA1074_Brain-Gr","K","49-E2","D000","RA1819","Brain",2019-01-10,"RA1074_Brain-Gr_dnRNA-L","2019-10-17",1.79e+11,1.88e+10,0.346,0.222,NA,NA,NA,NA,6280225,0,0,0,0,0,0,0,1000887,0,0,8736662,0,314314,"Brain-Gr","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,6280225,0,FALSE,0,6280225,10051863,172,178550,6280225,1534,"F",2.73875537898722e-05,0.0284305100533818,0.000963315597871745,"F",172,178550,6280225,1534,"F",2.73875537898722e-05,0.0284305100533818,0.000963315597871745,"F",FALSE,0,"0",172,178550,172,178550,1534,"F",FALSE,0,"non.infected"
"A0274_S129_L002","A0274_S129_L002",NA,"RA1074_LN-AX-R","J","49-E2","D000","RA1819","Lymph node",2019-01-10,"RA1074_LN-AX-R_dnRNA-L","2019-10-16",1.24e+09,29200000,1.27,NA,1.5,53.3,NA,NA,8235164,0,0,0,0,0,0,0,743919,0,0,10338897,0,443925,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,8235164,0,FALSE,0,8235164,11526741,269,229294,8235164,953,"F",3.26648018181544e-05,0.0278432827810108,0.00117316632794578,"F",269,229294,8235164,953,"F",3.26648018181544e-05,0.0278432827810108,0.00117316632794578,"F",FALSE,0,"0",269,229294,269,229294,953,"F",FALSE,0,"non.infected"
"A0275_S128_L002","A0275_S128_L002",NA,"RA1074_LN-ING-L","J","49-E2","D000","RA1819","Lymph node",2019-01-10,"RA1074_LN-ING-L_dnRNA-L","2019-10-16",2.52e+09,69900000,1.93,1.1,1.8,156,NA,NA,7423616,0,0,0,0,0,0,0,743305,0,0,11226595,0,306949,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,7423616,0,FALSE,0,7423616,12276849,349,215616,7423616,1241,"F",4.70121299377554e-05,0.0290446057554701,0.00161861828435738,"F",349,215616,7423616,1241,"F",4.70121299377554e-05,0.0290446057554701,0.00161861828435738,"F",FALSE,0,"0",349,215616,349,215616,1241,"F",FALSE,0,"non.infected"
"A0276_S127_L002","A0276_S127_L002",NA,"RA1074_LN-MES","J","49-E2","D000","RA1819","Lymph node",2019-01-10,"RA1074_LN-MES_dnRNA-L","2019-10-16",4.67e+09,3.08e+08,1.32,NA,2.4,65,NA,NA,9416724,0,0,0,0,0,0,0,1032600,0,0,9424565,0,1215702,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,9416724,0,FALSE,0,9416724,11672867,190,257170,9416724,1018,"F",2.01768683036691e-05,0.0273099222192346,0.000738810903293541,"F",190,257170,9416724,1018,"F",2.01768683036691e-05,0.0273099222192346,0.000738810903293541,"F",FALSE,0,"0",190,257170,190,257170,1018,"F",FALSE,0,"non.infected"
"A0279_S21_L001","A0279_S21_L001",NA,"RA1074_Skin-Rash","N","49-E2","D000","RA1819","Skin",2019-01-10,"RA1074_Skin-Rash_dnRNA","2020-02-10",1700000,227000,3.66,1.78,NA,NA,4040,62,745801,0,0,0,0,0,0,0,61772,0,0,492175,0,31877,"Rash","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,745801,0,FALSE,0,745801,585824,29,11333,745801,69,"F",3.88843672775982e-05,0.0151957425640352,0.00255889879114092,"F",29,11333,745801,69,"F",3.88843672775982e-05,0.0151957425640352,0.00255889879114092,"F",FALSE,0,"0",29,11333,29,11333,69,"F",FALSE,0,"non.infected"
"A0280_S20_L001","A0280_S20_L001",NA,"RA1074_Skin-Non-Rash","N","49-E2","D000","RA1819","Skin",2019-01-10,"RA1074_Skin-Non-Rash_dnRNA","2020-02-10",9.03,2.18,2.48,1.02,NA,NA,15100,63,3327065,0,0,0,0,0,0,0,266528,0,0,2175305,0,126329,"Non-Rash","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,3327065,0,FALSE,0,3327065,2568162,122,48862,3327065,329,"F",3.66689559717048e-05,0.0146862174318807,0.00249682780074496,"F",122,48862,3327065,329,"F",3.66689559717048e-05,0.0146862174318807,0.00249682780074496,"F",FALSE,0,"0",122,48862,122,48862,329,"F",FALSE,0,"non.infected"
"A0281_S10_L001","A0281_S10_L001",NA,"RA1819_Spleen","M","49-E2","D006","RA1074","Spleen",2019-01-10,"RA1819_Spleen_dnRNA","2020-02-07",6240000,257000,101000,27800,NA,NA,NA,NA,490508,0,0,0,0,0,0,0,167278,0,0,832552,0,10316,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",58433,432075,0.119127516778523,FALSE,6,490508,1010146,4,10123,490508,103,"F",8.15481093070857e-06,0.0206377877628907,0.000395139780697422,"F",4,10123,490508,103,"F",8.15481093070857e-06,0.0206377877628907,0.000395139780697422,"F",FALSE,6,"6",4,10123,4,10123,103,"F",FALSE,6,"infected"
"A0281_S20_L001","A0281_S20_L001",NA,"RA1819_Spleen","M","49-E2","D006","RA1074","Spleen",2019-01-10,"RA1819_Spleen_dnRNA","2020-02-07",6240000,257000,101000,27800,NA,NA,NA,NA,1727770,0,0,0,0,0,0,0,674453,0,0,2830098,0,36216,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",186833,1540937,0.108135342088357,FALSE,6,1727770,3540767,27,34048,1727770,318,"F",1.56270799932861e-05,0.0197063266522743,0.000792998120300752,"F",27,34048,1727770,318,"F",1.56270799932861e-05,0.0197063266522743,0.000792998120300752,"F",FALSE,6,"6",27,34048,27,34048,318,"F",FALSE,6,"infected"
"A0282_S91_L002","A0282_S91_L002",NA,"RA1819_Kidney","K","49-E2","D006","RA1074","Kidney",2019-01-10,"RA1819_Kidney_dnRNA-L","2019-10-17",4.1e+11,3.8e+10,62000,2850,NA,NA,NA,NA,9366645,0,0,0,0,0,0,0,4087476,0,0,8767998,0,995130,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",107978,9258667,0.0115279270218952,FALSE,6,9366645,13850604,249,156998,9366645,1138,"F",2.6583691385763e-05,0.0167613910850683,0.00158600746506325,"F",249,156998,9366645,1138,"F",2.6583691385763e-05,0.0167613910850683,0.00158600746506325,"F",FALSE,6,"6",249,156998,249,156998,1138,"F",FALSE,6,"infected"
"A0283","A0283",NA,"RA1819_Liver-L","L","49-E2","D006","RA1074","Liver",2019-01-10,"RA1819_Liver-L_dnRNA","2020-02-06",4.89e+08,5480000,821000,116000,NA,4,29600,23,12910508,0,0,0,0,0,0,0,2608403,0,0,2247814,0,28889421,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",45268,12865240,0.00350629115446116,FALSE,6,12910508,33745638,92,63886,12910508,167,"F",7.12597831162027e-06,0.00494837228713231,0.00144006511598785,"F",92,63886,12910508,167,"F",7.12597831162027e-06,0.00494837228713231,0.00144006511598785,"F",FALSE,6,"6",92,63886,92,63886,167,"F",FALSE,6,"infected"
"A0284","A0284",NA,"RA1819_Adrenal","D, ABCDE","49-E2","D006","RA1074","Adrenal Gland",2019-01-10,"RA1819_Adrenal_dnRNA","2019-04-09, 2020-03-14",1.39e+08,2e+06,113000,1400,NA,90.1,2570,87,2242108,0,0,0,0,0,0,0,421542,0,0,3672590,0,55554,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",8536,2233572,0.00380713150303197,FALSE,6,2242108,4149686,85,61007,2242108,521,"F",3.79107518460306e-05,0.0272096616220093,0.00139328273804645,"F",85,61007,2242108,521,"F",3.79107518460306e-05,0.0272096616220093,0.00139328273804645,"F",FALSE,6,"6",85,61007,85,61007,521,"F",FALSE,6,"infected"
"A0286_S70_L002","A0286_S70_L002",NA,"RA1819_Brain-Gr","K","49-E2","D006","RA1074","Brain",2019-01-10,"RA1819_Brain-Gr_dnRNA-L","2019-10-17",NA,NA,NA,NA,NA,NA,NA,NA,5529408,0,0,0,0,0,0,0,547422,0,0,8247084,0,196674,"Brain-Gr","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",383,5529025,6.92660046066414e-05,FALSE,6,5529408,8991180,122,155164,5529408,903,"F",2.20638448094263e-05,0.0280615935738509,0.000786264855249929,"F",122,155164,5529408,903,"F",2.20638448094263e-05,0.0280615935738509,0.000786264855249929,"F",FALSE,6,"6",122,155164,122,155164,903,"F",FALSE,6,"infected"
"A0288_S126_L002","A0288_S126_L002",NA,"RA1819_LN-AX-R","J","49-E2","D006","RA1074","Lymph node",2019-01-10,"RA1819_LN-AX-R_dnRNA-L","2019-10-16",16800,3330,14500,1140,1.5,53.8,NA,NA,6720733,0,0,0,0,0,0,0,447377,0,0,11158134,0,210945,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",18535,6702198,0.00275788370107844,FALSE,6,6720733,11816456,133,174222,6720733,1343,"F",1.97895080789551e-05,0.0259230652370805,0.000763393830859478,"F",133,174222,6720733,1343,"F",1.97895080789551e-05,0.0259230652370805,0.000763393830859478,"F",FALSE,6,"6",133,174222,133,174222,1343,"F",FALSE,6,"infected"
"A0289_S125_L002","A0289_S125_L002",NA,"RA1819_LN-ING-L","J","49-E2","D006","RA1074","Lymph node",2019-01-10,"RA1819_LN-ING-L_dnRNA-L","2019-10-16",1.29e+09,1.35e+08,23600,288,1.1,53.6,NA,NA,8927985,0,0,0,0,0,0,0,660903,0,0,13783336,0,305674,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",24798,8903187,0.00277755843003768,FALSE,6,8927985,14749913,137,231888,8927985,1691,"F",1.53450078601163e-05,0.0259731619172747,0.000590802456358242,"F",137,231888,8927985,1691,"F",1.53450078601163e-05,0.0259731619172747,0.000590802456358242,"F",FALSE,6,"6",137,231888,137,231888,1691,"F",FALSE,6,"infected"
"A0290_S124_L002","A0290_S124_L002",NA,"RA1819_LN-MES","J","49-E2","D006","RA1074","Lymph node",2019-01-10,"RA1819_LN-MES_dnRNA-L","2019-10-16",40500000,4.2e+07,19100,9130,1.1,43.4,NA,NA,7474895,0,0,0,0,0,0,0,844567,0,0,3231653,0,452842,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",176909,7297986,0.023667088300237,FALSE,6,7474895,4529062,58,58732,7474895,213,"F",7.75930631801517e-06,0.00785723411499426,0.00098753660696043,"F",58,58732,7474895,213,"F",7.75930631801517e-06,0.00785723411499426,0.00098753660696043,"F",FALSE,6,"6",58,58732,58,58732,213,"F",FALSE,6,"infected"
"A0293_S19_L001","A0293_S19_L001",NA,"RA1819_Skin-Rash","N","49-E2","D006","RA1074","Skin",2019-01-10,"RA1819_Skin-Rash_dnRNA","2020-02-10",323000,14900,140,25.2,NA,NA,5000,64,1021241,0,0,0,0,0,0,0,179510,0,0,830314,0,61740,"Rash","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",1882,1019359,0.00184285589787327,FALSE,6,1021241,1071564,12,18099,1021241,123,"F",1.17504095507329e-05,0.0177225552048929,0.000663020056356705,"F",12,18099,1021241,123,"F",1.17504095507329e-05,0.0177225552048929,0.000663020056356705,"F",FALSE,6,"6",12,18099,12,18099,123,"F",FALSE,6,"infected"
"A0294_S18_L001","A0294_S18_L001",NA,"RA1819_Skin-Non-Rash","N","49-E2","D006","RA1074","Skin",2019-01-10,"RA1819_Skin-Non-Rash_dnRNA","2020-02-10",432000,28600,50.3,4.75,NA,NA,4710,65,723375,0,0,0,0,0,0,0,94223,0,0,652652,0,34447,"Non-Rash","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",231,723144,0.00031933644375324,FALSE,6,723375,781322,23,14503,723375,104,"F",3.17954034905823e-05,0.0200490755140833,0.00158587878369992,"F",23,14503,723375,104,"F",3.17954034905823e-05,0.0200490755140833,0.00158587878369992,"F",FALSE,6,"6",23,14503,23,14503,104,"F",FALSE,6,"infected"
"A0297_S14_L001","A0297_S14_L001","A0297","RA1082_WholeBlood-D0","B, ABCDE","49-E2","D000","RA1082","Whole blood",2019-01-10,"RA1082_Blood.D0_dnRNA","2019-02-19, 2020-03-14",8.21e+09,2.89e+09,0.221,NA,8.7,22.4,NA,11,4686688,0,0,0,0,0,0,0,1587968,0,0,4987016,0,131141,"","Experimental","non_infected_control",2,"NHP C1","RA1082","F",7.32,"3/15/2011",0,4686688,0,FALSE,0,4686688,6706125,490,135419,4686688,459,"F",0.000104551444431547,0.0288943919458688,0.0036183991906601,"F",490,135419,4686688,459,"F",0.000104551444431547,0.0288943919458688,0.0036183991906601,"F",FALSE,0,"0",490,135419,490,135419,459,"F",FALSE,0,"non.infected"
"A0298_S192_L002","A0298_S192_L002","A0298","RA1819_WholeBlood-BL","F","49-E2","D-28","RA1819","Whole blood",2019-01-10,"RA1819_Blood.BL1_dnRNA","2019-08-12",3850000,19000,1.63,NA,NA,8,NA,1,5967539,0,0,0,0,0,0,0,1940304,0,0,5143556,0,132359,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",3,5967536,5.02719797893235e-07,FALSE,-28,5967539,7216219,837,196080,5967539,428,"F",0.000140258823612213,0.0328577659903019,0.00426866585067319,"F",837,196080,5967539,428,"F",0.000140258823612213,0.0328577659903019,0.00426866585067319,"F",FALSE,-28,"-28",837,196080,837,196080,428,"F",FALSE,-28,"non.infected"
"A0299_S191_L002","A0299_S191_L002","A0299","RA1819_WholeBlood-BL","F","49-E2","D-14","RA1819","Whole blood",2019-01-10,"RA1819_Blood.BL2_dnRNA","2019-08-12",1040000,41800,0.489,0.318,NA,1,NA,2,2825227,0,0,0,0,0,0,0,1240519,0,0,2617269,0,70426,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",5,2825222,1.76976929641406e-06,FALSE,-14,2825227,3928214,472,99598,2825227,177,"F",0.000167066221581487,0.0352530964768495,0.00473905098495954,"F",472,99598,2825227,177,"F",0.000167066221581487,0.0352530964768495,0.00473905098495954,"F",FALSE,-14,"-14",472,99598,472,99598,177,"F",FALSE,-14,"non.infected"
"A0300_S190_L002","A0300_S190_L002","A0300","RA1819_WholeBlood-D0","F","49-E2","D000","RA1819","Whole blood",2019-01-10,"RA1819_Blood.D0_dnRNA","2019-08-12",7320000,111000,0.669,0.286,NA,5,NA,3,4907400,0,0,0,0,0,0,0,1677020,0,0,5617754,0,108250,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",4,4907396,8.15095569955577e-07,FALSE,0,4907400,7403024,554,161645,4907400,211,"F",0.000112890736438847,0.0329390308513673,0.00342726344767855,"F",554,161645,4907400,211,"F",0.000112890736438847,0.0329390308513673,0.00342726344767855,"F",FALSE,0,"0",554,161645,554,161645,211,"F",FALSE,0,"non.infected"
"A0301_S189_L002","A0301_S189_L002","A0301","RA1856_WholeBlood-BL","F","49-E2","D-28","RA1856","Whole blood",2019-01-10,"RA1856_Blood.BL1_dnRNA","2019-08-12",2480000,117000,0.578,0.313,NA,7,NA,4,4551720,0,0,0,0,0,0,0,701458,0,0,6970780,0,111225,"","Experimental","non_infected_control",2,"NHP C3","RA1856","M",8.08,"3/15/2012",8,4551712,1.75757735537335e-06,FALSE,-28,4551720,7783463,4896,138119,4551720,0,"M",0.00107563734148849,0.0303443533433515,0.035447693655471,"M",4896,138119,4551720,0,"M",0.00107563734148849,0.0303443533433515,0.035447693655471,"M",FALSE,-28,"-28",4896,138119,4896,138119,0,"M",FALSE,-28,"non.infected"
"A0302_S188_L002","A0302_S188_L002","A0302","RA1856_WholeBlood-BL","F","49-E2","D-14","RA1856","Whole blood",2019-01-10,"RA1856_Blood.BL2_dnRNA","2019-08-12",220000,6140,0.998,NA,NA,3,NA,5,2360612,0,0,0,0,0,0,0,482763,0,0,2840278,0,63478,"","Experimental","non_infected_control",2,"NHP C3","RA1856","M",8.08,"3/15/2012",10,2360602,4.23618959829061e-06,FALSE,-14,2360612,3386519,2374,70315,2360612,0,"M",0.00100567141063419,0.0297867671603804,0.0337623551162625,"M",2374,70315,2360612,0,"M",0.00100567141063419,0.0297867671603804,0.0337623551162625,"M",FALSE,-14,"-14",2374,70315,2374,70315,0,"M",FALSE,-14,"non.infected"
"A0303_S187_L002","A0303_S187_L002","A0303","RA1856_WholeBlood-D0","F","49-E2","D000","RA1856","Whole blood",2019-01-10,"RA1856_Blood.D0_dnRNA","2019-08-12",4520000,74900,0.307,0.197,NA,5,NA,6,3193750,0,0,0,0,0,0,0,625342,0,0,4047579,0,81362,"","Experimental","non_infected_control",2,"NHP C3","RA1856","M",8.08,"3/15/2012",1,3193749,3.13111545988258e-07,FALSE,0,3193750,4754283,3452,94105,3193750,0,"M",0.00108086105675147,0.0294653620352251,0.0366824292014239,"M",3452,94105,3193750,0,"M",0.00108086105675147,0.0294653620352251,0.0366824292014239,"M",FALSE,0,"0",3452,94105,3452,94105,0,"M",FALSE,0,"non.infected"
"A0304_S13_L001","A0304_S13_L001","A0304","RA0700_WholeBlood-Dm30","B, ABCDE","49-E2","D-30","RA0700","Whole blood",2019-01-10,"RA0700_Blood.BL_dnRNA","2019-02-19, 2020-03-14",1.92e+09,4.64e+08,0.988,0.41,9.1,15.9,NA,12,4871612,0,0,0,0,0,0,0,418620,0,0,4916644,0,130363,"","Experimental","terminal_routine_manipulations",2,"NHP7","RA0700","F",5.48,"5/12/2011",2,4871610,4.10541726229429e-07,FALSE,-30,4871612,5465627,437,152363,4871612,379,"F",8.97033671811302e-05,0.0312756845167472,0.00286815040396947,"F",437,152363,4871612,379,"F",8.97033671811302e-05,0.0312756845167472,0.00286815040396947,"F",FALSE,-30,"-30",437,152363,437,152363,379,"F",FALSE,-30,"non.infected"
"A0305_S12_L001","A0305_S12_L001","A0305","RA0700_WholeBlood-Dm04","B, ABCDE","49-E2","D-04","RA0700","Whole blood",2019-01-10,"RA0700_Blood.BL_dnRNA","2019-02-19, 2020-03-14",26700000,9250000,3.38,4.33,7.2,4.71,NA,13,677822,0,0,0,0,0,0,0,148637,0,0,976182,0,22032,"","Experimental","terminal_routine_manipulations",2,"NHP7","RA0700","F",5.48,"5/12/2011",3,677819,4.42594073370295e-06,FALSE,-4,677822,1146851,65,19754,677822,33,"F",9.58953825635639e-05,0.029143344417856,0.00329047281563228,"F",65,19754,677822,33,"F",9.58953825635639e-05,0.029143344417856,0.00329047281563228,"F",FALSE,-4,"-4",65,19754,65,19754,33,"F",FALSE,-4,"non.infected"
"A0306_S11_L001","A0306_S11_L001","A0306","RA0700_WholeBlood-D7-NEC","B, ABCDE","49-E2","D007","RA0700","Whole blood",2019-01-10,"RA0700_Blood.D7_dnRNA","2019-02-19, 2020-03-14",1.32e+10,1.14e+10,1400000,49000,8.8,14.9,NA,14,5239784,0,0,0,0,0,0,0,232111,0,0,5786746,0,148366,"","Experimental","terminal_routine_manipulations",2,"NHP7","RA0700","F",5.48,"5/12/2011",640780,4599004,0.122291300557428,FALSE,7,5239784,6167223,239,132782,5239784,643,"F",4.5612567235596e-05,0.0253411209317025,0.00179994276332635,"F",239,132782,5239784,643,"F",4.5612567235596e-05,0.0253411209317025,0.00179994276332635,"F",FALSE,7,"7",239,132782,239,132782,643,"F",FALSE,7,"infected"
"A0307_S48_L001","A0307_S48_L001","A0307","RA1818_WholeBlood-BL","G","49-E2","D-30","RA1818","Whole blood",2019-01-10,"RA1818_Blood-BL_dnRNA-L","2019-10-04",36300000,122000,NA,NA,NA,NA,1200,NA,2902638,0,0,0,0,0,0,0,647346,0,0,3980669,0,58260,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",0,2902638,0,FALSE,-30,2902638,4686275,216,90685,2902638,403,"F",7.44150665704783e-05,0.0312422699627029,0.00238187131278602,"F",216,90685,2902638,403,"F",7.44150665704783e-05,0.0312422699627029,0.00238187131278602,"F",FALSE,-30,"-30",216,90685,216,90685,403,"F",FALSE,-30,"non.infected"
"A0308_S47_L001","A0308_S47_L001","A0308","RA1818_WholeBlood-BL","G","49-E2","D-04","RA1818","Whole blood",2019-01-10,"RA1818_Blood-BL_dnRNA-L","2019-10-04",1.31e+08,1130000,NA,NA,NA,NA,1350,NA,4734283,0,0,0,0,0,0,0,863207,0,0,7510674,0,96991,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",1,4734282,2.11225226713316e-07,FALSE,-4,4734283,8470872,249,143770,4734283,596,"F",5.25950814516158e-05,0.0303678508445735,0.00173193294845934,"F",249,143770,4734283,596,"F",5.25950814516158e-05,0.0303678508445735,0.00173193294845934,"F",FALSE,-4,"-4",249,143770,249,143770,596,"F",FALSE,-4,"non.infected"
"A0309_S10_L001","A0309_S10_L001","A0309","RA1818_WholeBlood-D6-NEC","B, ABCDE","49-E2","D006","RA1818","Whole blood",2019-01-10,"RA1818_Blood.D6_dnRNA","2019-02-19, 2020-03-14",1.48e+09,7.31e+08,1710000,67700,8.8,7.72,NA,15,5978339,0,0,0,0,0,0,0,256355,0,0,5958891,0,236666,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",1104220,4874119,0.184703477002559,FALSE,6,5978339,6451912,214,139414,5978339,483,"F",3.5795895816547e-05,0.023319855230692,0.00153499648528842,"F",214,139414,5978339,483,"F",3.5795895816547e-05,0.023319855230692,0.00153499648528842,"F",FALSE,6,"6",214,139414,214,139414,483,"F",FALSE,6,"infected"
